id,version,set_num,name,year,theme_id,num_parts
12424,1,8805-12,Cargo Plane,2008,54,462
12426,1,561512-1,Freight Train,1985,234,516
12427,1,comcon018-1,Coast Guard Quad Bike,2008,55,33
12431,1,2504-1,Off-Road Vehicle and Jet Scooter,2008,55,130
12432,1,44006-1,Coast Guard Helicopter and Life Raft,2008,55,447
12433,1,7687-3,Coast Guard Patrol Boat and Tower,2008,55,444
12435,1,8833-16,Inter-City Passenger Train,1980,234,784
12437,1,8803-17,Police Helicopter,2008,61,93
12438,1,4494-1,Police Command Center,2008,61,523
12440,1,6332-1,Police Headquarters,2008,61,957
12441,1,147-1,High-Speed City Express Passenger Train,1985,234,735
12444,1,8304-1,Single-Drum Roller,2009,56,207
12445,1,K8956-1,Wind Turbine Transport,2009,63,435
12446,1,970615-1,Corporate Alliance Tank Droid,2009,165,216
12447,1,76040-1,Echo Base,2009,169,155
12448,1,985-1,Steam Engine,1980,234,267
12449,1,375-2,Fire Fighter Ship,1978,363,141
12451,1,1351-1,Ahsoka's Starfighter and Vulture Droid,2009,165,290
12452,1,42040-1,Count Dooku's Solar Sailer,2009,165,384
12453,1,8833-12,Pirate Tank,2009,165,371
12454,1,70743-1,Home One Mon Calamari Star Cruiser - Limited Edition,2009,169,788
12455,1,6807-1,Diesel Heavy Shunting Locomotive,1983,234,163
12456,1,6048-1,Diesel Shunter Locomotive,1980,234,151
12460,1,8265-1,Deep Sea Treasure Hunter,2007,310,79
12461,1,30010-1,Angler Ambush,2007,310,135
12463,1,10727-1,Lobster Strike,2007,310,224
12464,1,7600-13,Tiger Shark Attack,2007,310,341
12465,1,1729-1,Crab Crusher,2007,310,582
12466,1,8632-1,Aquabase Invasion,2007,310,850
12467,1,376-2,The Shipwreck,2007,310,245
12468,1,4071-1,Idea Book 7777,1981,499,0
12469,1,3187-1,Midi-Scale Millennium Falcon,2009,169,355
12470,1,9847-1,The Batman Dragster: Catwoman Pursuit,2006,484,92
12471,1,6773-1,The Batboat: Hunt for Killer Croc,2006,484,194
12474,1,41548-1,The Batmobile: Two-Face's Escape,2006,484,392
12476,1,7687-14,The Batwing: The Joker's Aerial Assault,2006,484,529
12477,1,852231-1,The Batcave: The Penguin and Mr. Freeze's Invasion,2006,484,1090
12478,1,5004117-1,The Batmobile Ultimate Collectors' Edition,2006,485,1045
12479,1,9398-1,Arkham Asylum,2006,484,868
12481,1,9488-1,The Batcopter: The Chase for the Scarecrow,2007,484,299
12482,1,3316-6,The Bat-Tank: The Riddler and Bane's Hideout,2007,484,651
12483,1,6035-1,Lotso's Dump Truck,2010,275,129
12484,1,1524-1,LEGO Standard Starter Set,2006,37,483
12485,1,4443-1,LEGO Deluxe Starter Set,2006,37,1092
12487,1,40140-1,House,2008,34,53
12488,1,5936-1,Bi-Plane,2008,24,37
12489,1,1433-1,Stegosaurus,2008,31,48
12490,1,6927-1,Cargo Chopper,2008,22,38
12491,1,88003-1,Off Road Racer,2009,120,28
12492,1,6461-1,Road Construction Set,1976,416,159
12494,1,851320-1,Red Racer Polybag,2009,120,41
12495,1,6557-1,Black Racer Polybag,2009,120,28
12496,1,9485-1,Jeep,2009,30,38
12497,1,520-1,Green Lizard,2009,22,33
12498,1,1191-1,Shark,2009,22,44
12499,1,3644-1,Yellow Airplane,2009,22,34
12500,1,10586-1,Push-Along Steam Engine,1980,235,96
12501,1,3300001-1,Storage Case,1982,473,1
12502,1,4726-1,Shell Tanker Wagon,1986,235,120
12503,1,8185-1,Crane Wagon with Small Container,1980,235,113
12505,1,487-2,Passenger Carriage / Sleeper,1983,235,228
12506,1,791-1,Shell Tanker Wagon,1980,235,111
12507,1,Troy-1,Crane Wagon,1985,235,148
12508,1,2509-1,Passenger Carriage,1980,235,115
12509,1,1628-1,Postal Container Wagon Covered,1983,233,182
12511,1,970607-1,Mail Van,1980,233,211
12513,1,4721-1,Storage Case,1984,473,1
12514,1,8396-1,Overhead Gantry and Lighting Maintenance Wagon,1983,235,90
12515,1,1106-1,Railway Station,1980,235,382
12517,1,7701-1,Container Crane Depot,1986,234,483
12518,1,75871-1,Railway Station,1983,235,478
12519,1,79013-1,Creator Bucket,2002,37,500
12520,1,853449-1,Small Blue Bucket,2002,37,200
12521,1,7978-1,Storage Case,1985,473,1
12522,1,7038-1,Make-believe Bucket,2002,37,200
12523,1,6836-1,Small Blue Bucket,2002,37,200
12524,1,7600-24,Level Crossing Manual,1980,234,95
12525,1,6590-1,Manual Road Crossing,1985,235,134
12526,1,76034-1,Halloween Bucket,2003,206,200
12527,1,3438-1,Build and Create,2002,37,600
12528,1,6502-1,Freight Loading Depot with Wagon,1983,235,324
12529,1,NK271601-1,Car Transport Depot,1986,234,341
12532,1,1196-1,Duplo Airport Rescue Truck,2004,504,28
12533,1,8144-2,Toys 'R' Us Truck,2010,63,343
12537,1,990-2,8 Straight Rails Gray 4.5v,1980,243,32
12538,1,970030-1,Red Box,1973,473,1
12539,1,60024-25,8 Curved Rails Gray 4.5v,1980,243,32
12540,1,10063-1,Left and Right Points Manual Gray 4.5v,1980,243,14
12541,1,6543-1,"Crossing, Gray 4.5v",1980,243,5
12542,1,5004064-1,8 Straight Electric Rails Gray 12v,1980,242,8
12545,1,4807-1,8 Curved Electric Rails Gray 12v,1980,242,8
12546,1,40059-1,Left and Right Manual Points with Electric Rails,1980,242,16
12547,1,8453-1,"Crossing, Electric Rails Gray 12v",1980,242,5
12548,1,8071-1,Action Pack (Target Exclusive),1998,50,4
12551,1,5295-1,Action Pack,1998,50,4
12552,1,LOC391411-1,Remote Controlled Points Right 12v,1980,242,12
12553,1,8011-1,Remote Controlled Points Left 12v,1980,242,12
12554,1,6096-1,Extreme Action Pack,1999,87,3
12556,1,5286-1,Remote Controlled Signal 12v,1980,242,25
12557,1,9243-1,Storage Cloth,1980,473,1
12558,1,3497-1,Lighting Set Electric 12v,1980,242,28
12559,1,5002914-1,Remote Controlled Decoupling,1981,242,16
12561,1,7279-1,Remote Controlled Point Motor,1980,242,7
12562,1,4056-1,Transformer / Controller 12V,1980,242,34
12565,1,MMMB003-1,12V Motor,1980,242,19
12566,1,3938-1,Remote Controlled Road Crossing,1983,234,194
12567,1,5173-1,12V Train Light Posts,1983,242,52
12571,1,2981-1,Exclusive RoboRiders Six Set Limited Edition Value Pack,2000,16,6
12573,1,41117-1,Mace Windu's Jedi Starfighter,2011,165,308
12575,1,7739-1,Battle for Geonosis,2011,165,335
12578,1,7051-1,Hans Christian Andersen Bucket,2005,37,499
12579,1,611-1,Play Mat with Drawstring,1977,473,1
12582,1,6299-15,Whale,2007,22,31
12583,1,9875-1,Lion,2007,31,57
12584,1,6568-1,Airplane,2007,24,38
12585,1,8858-2,Backhoe,2007,26,39
12588,1,41010-1,Cement Mixer,2007,26,44
12589,1,8683-10,Naboo Starfighter,2011,166,317
12590,1,66237-1,Alien Discovery,2000,135,3
12591,1,4906-1,Hoth Echo Base,2011,169,764
12592,1,60005-1,Soccer Bonus Set,2000,462,3
12593,1,1134-1,Big Pirate Ship,2006,504,34
12595,1,71246-1,Pirate Ship,2006,504,24
12596,1,40100-1,Shark Attack,2006,504,11
12598,1,70230-1,Treasure Hunt,2006,504,10
12600,1,1341-1,Batman's Buggy: The Escape of Mr. Freeze,2008,484,76
12601,1,5032-1,Robin's Scuba Jet: Attack of The Penguin,2008,484,207
12602,1,75087-1,The Batcycle: Harley Quinn's Hammer Truck,2008,484,273
12604,1,7554-1,The Tumbler: Joker's Ice Cream Surprise,2008,484,456
12605,1,9693-1,Ambulance,2006,60,117
12606,1,9928-1,Storage Cloth,1987,473,1
12609,1,131-1,Airport Firetruck,2006,53,147
12610,1,8043-1,Hospital,2006,60,385
12611,1,60076-1,Passenger Plane,2006,53,403
12612,1,8684-7,Passenger Plane - ANA version,2006,53,386
12616,1,4124-21,Airport,2006,53,704
12617,1,3725-1,Airport - ANA Version,2007,53,685
12619,1,76064-1,Switching Tracks,2006,245,8
12623,1,6402-1,Straight & Curved Rails,2006,245,16
12624,1,MS1046-1,Passenger Train,2006,240,494
12625,1,4024-20,Cargo Train Deluxe,2006,240,830
12626,1,10570-1,Police Boat,2006,61,199
12627,1,3316-25,Riddles for The Ring,2012,563,105
12628,1,3311-1,Heavy Loader,2006,56,348
12630,1,7687-24,Escape from Mirkwood Spiders,2012,563,298
12633,1,10230-1,Attack of the Wargs,2012,563,400
12634,1,970111-1,An Unexpected Gathering,2012,563,666
12635,1,8831-16,Barrel Escape,2012,563,333
12636,1,60049-1,The Wizard Battle,2013,567,113
12637,1,71002-0,The Council of Elrond,2013,567,242
12638,1,8881-1,Battle at the Black Gate,2013,569,655
12640,1,71000-10,Pirate Ship Ambush,2013,569,754
12641,1,6041-1,The Goblin King Battle,2012,563,838
12642,1,10585-1,Airplane Mechanic,2006,53,31
12643,1,45502-1,Dol Guldur Ambush,2013,564,217
12644,1,7191-1,Mirkwood Elf Army,2013,564,276
12645,1,537-1,Lake-town Chase,2013,564,469
12646,1,6977-1,Dol Guldur Battle,2013,564,795
12648,1,9797-1,Witch-King Battle,2014,565,101
12649,1,7575-14,Attack on Lake-town,2014,565,313
12650,1,852272-1,The Battle of the Five Armies,2014,565,471
12651,1,8885-1,The Lonely Mountain,2014,565,864
12652,1,41520-1,Doctor's Car,2006,60,65
12653,1,9465-1,Rescue Helicopter,2006,60,248
12655,1,10153-1,Advent Calendar 2006 City,2006,208,24
12656,1,60097-1,Advent Calendar 2006 City (Day  9) Computer Desk & Chair,2006,220,8
12657,1,7327-1,Advent Calendar 2006 City (Day 10) Train Conductor with Signal Paddle,2006,220,6
12658,1,338-2,Advent Calendar 2006 City (Day 11) Level Crossing and Signal,2006,220,22
12659,1,312-3,Advent Calendar 2006 City (Day 12) Train Handcar,2006,220,17
12661,1,6330-1,Advent Calendar 2006 City (Day 13) Street Cleaner,2006,220,5
12662,1,3680-1,Advent Calendar 2006 City (Day 14) Street Cleaner's Pushcart,2006,220,13
12663,1,76053-1,Advent Calendar 2006 City (Day 15) Phone Kiosk,2006,220,12
12666,1,970680-1,Advent Calendar 2006 City (Day 16) Police Officer with Signal Paddle,2006,220,6
12669,1,4151270-1,Advent Calendar 2006 City (Day 17) Police Barricade and Speed Limit Sign,2006,220,9
12670,1,6986-1,Advent Calendar 2006 City (Day 18) Speed Radar Gun,2006,220,7
12672,1,9509-16,Advent Calendar 2006 City (Day  1) Construction Worker,2006,220,5
12673,1,60024-7,Advent Calendar 2006 City (Day 19) Mechanic,2006,220,5
12676,1,41142-1,Advent Calendar 2006 City (Day 20) Tool Chest,2006,220,11
12678,1,458-1,Advent Calendar 2006 City (Day 21) Work Bench with Vise,2006,220,13
12679,1,3300006-1,Advent Calendar 2006 City (Day 22) Firefighter,2006,220,7
12681,1,9338-1,Advent Calendar 2006 City (Day 23) Water Cannon and Burning Oil Drum,2006,220,11
12686,1,75006-1,Advent Calendar 2006 City (Day 24) Santa Tree Gifts & Fireplace,2006,220,31
12687,1,8353-1,Advent Calendar 2006 City (Day  2) Traffic Control Sticks,2006,220,15
12691,1,42025-1,Advent Calendar 2006 City (Day  3) Traffic Cone Barricade Cement Finisher,2006,220,12
12692,1,9630-1,Advent Calendar 2006 City (Day  4) Airport Ground Crew,2006,220,8
12696,1,Wauwatosa-1,Advent Calendar 2006 City (Day  5) Hand Truck and Luggage,2006,220,4
12697,1,8237-1,Advent Calendar 2006 City (Day  6) X-Ray Machine,2006,220,15
12698,1,41129-1,Advent Calendar 2006 City (Day  7) Doctor with bag,2006,220,5
12699,1,6379-1,Advent Calendar 2006 City (Day  8) Hospital Bed with IV Stand,2006,220,10
12700,1,5001388-1,Building Crane,2006,56,726
12703,1,41128-1,Fireboat,2007,58,175
12704,1,8586-2,Advent Calendar 2007 City,2007,208,28
12706,1,9771-1,Advent Calendar 2007 City (Day  9) Radar,2007,220,10
12707,1,8924-1,Advent Calendar 2007 City (Day 10) Dock Worker,2007,220,4
12709,1,9509-19,Advent Calendar 2007 City (Day 11) Small Dock with Life Preserver,2007,220,9
12710,1,5183-1,Advent Calendar 2007 City (Day 12) Hand Truck and Load,2007,220,6
12711,1,6001095-1,Advent Calendar 2007 City (Day 13) Mechanic and Wrench,2007,220,5
12712,1,4021-1,Advent Calendar 2007 City (Day 14) Car Wash Kiosk,2007,220,11
12713,1,4511-1,Advent Calendar 2007 City (Day 15) Cash Register and Display,2007,220,11
12714,1,75009-1,Advent Calendar 2007 City (Day 16) Train Worker and Briefcase,2007,220,5
12717,1,41047-1,Advent Calendar 2007 City (Day 17) Bench with Clock,2007,220,11
12720,1,8539-1,Advent Calendar 2007 City (Day 18) Signal Mast,2007,220,9
12722,1,7032-1,Advent Calendar 2007 City (Day  1) Firefighter and Saw,2007,220,5
12723,1,10577-1,Advent Calendar 2007 City (Day 19) Sanitary Engineer and Broom,2007,220,5
12724,1,70709-1,Advent Calendar 2007 City (Day 20) Dustbin and Shovel,2007,220,11
12725,1,9497-1,Advent Calendar 2007 City (Day 21) Dumpster,2007,220,13
12726,1,4406-1,Advent Calendar 2007 City (Day 22) Policeman with Megaphone,2007,220,5
12727,1,MS1042-1,Advent Calendar 2007 City (Day 23) Computer Desk and Chair,2007,220,10
12729,1,5765-1,Advent Calendar 2007 City (Day 24) Christmas Tree,2007,220,27
12731,1,5262-1,Advent Calendar 2007 City (Day  2) Fire Hydrant and Tools,2007,220,13
12734,1,5143-1,Advent Calendar 2007 City (Day  3) Crate with Burning Cylinders,2007,220,10
12736,1,540-1,Advent Calendar 2007 City (Day  4) Construction Worker and Pickaxe,2007,220,5
12737,1,LOC391410-1,Advent Calendar 2007 City (Day  5) Barricade,2007,220,12
12738,1,306-1,Advent Calendar 2007 City (Day  6) Directional Sign,2007,220,22
12740,1,1639-1,Advent Calendar 2007 City (Day  7) Airline Worker and Radio,2007,220,5
12741,1,851-1,Advent Calendar 2007 City (Day  8) Luggage Cart,2007,220,9
12742,1,6952-1,Kraang Lab Escape,2013,570,90
12743,1,7904-21,Robot Promotional (Duracell),2004,204,29
12744,1,3401-2,Shredder's Dragon Bike,2013,570,197
12746,1,3386-1,Stealth Shell in Pursuit,2013,570,160
12747,1,41104-1,Turtle Lair Attack,2013,570,485
12748,1,66515-1,The Shellraiser Street Chase,2013,570,618
12749,1,518-1,The Shellraiser Street Chase V2.0,2013,570,649
12750,1,6866-1,The Shellraiser Street Chase (Technic Base Version),2013,570,635
12751,1,6242-1,Baxter Robot Rampage,2013,570,396
12752,1,5948-1,Cavalry Builder Set,2013,575,70
12753,1,71011-8,Comanche Camp,2013,575,161
12754,1,911611-1,Stagecoach Escape,2013,575,279
12755,1,5196-1,Colby City Showdown,2013,575,585
12756,1,75116-1,Storage Box - Red,1972,473,1
12758,1,700.C.6-1,Silver Mine Shootout,2013,575,642
12759,1,VP-4,Ship Promotional (Duracell),2004,204,33
12761,1,7633-1,Constitution Train Chase,2013,575,701
12764,1,1249-1,Turtle Van Takedown,2014,570,367
12765,1,71011-12,Big Rig Snow Getaway,2014,570,741
12766,1,79103-1,Turtle Lair Invasion,2014,570,885
12768,1,518-10,Karai Bike Escape,2014,570,87
12769,1,8073-1,Mutation Chamber Unleashed,2014,570,195
12770,1,6446-1,T-Rawket Sky Strike,2014,570,285
12772,1,7904-15,Helicopter Promotional (Duracell),2004,204,26
12773,1,41546-1,Turtle Sub Undersea Chase,2014,570,682
12774,1,8296-1,Shredder’s Lair Rescue,2014,570,476
12775,1,1879-1,Clone Trooper Battle Pack,2011,165,85
12777,1,5035-1,Mandalorian Battle Pack,2011,165,68
12778,1,4791-1,Imperial V-wing Starfighter,2011,168,138
12781,1,10538-1,McDonald's Sports Set Number 3 - Blue Basketball Player #22,2004,459,4
12782,1,1270-2,McDonald's Sports Set Number 8 - Green Basketball Player #35,2004,459,4
12783,1,7958-7,McDonald's Sports Set Number 4 - White Hockey Player #5,2004,461,3
12784,1,6039-1,McDonald's Sports Set Number 5 - Blue Hockey Player #4,2004,461,3
12785,1,3316-3,Storage Box - White,1972,473,1
12786,1,75079-1,McDonald's Sports Set Number 7 - Gray Vest Skateboarder,2004,460,5
12787,1,42022-1,McDonald's Sports Set Number 6 - Orange Vest Snowboarder,2004,460,4
12789,1,5701-1,McDonald's Sports Set Number 1 - White Soccer Player #4,2004,462,2
12790,1,76063-1,McDonald's Sports Set Number 2 - Red Soccer Player #11,2004,462,2
12792,1,3722-1,The Battle of Naboo,2011,166,241
12793,1,70338-1,Bounty Hunter Gunship,2011,165,389
12794,1,60025-1,Storage Box - Blue,1972,473,1
12795,1,30014-1,T6 Jedi Shuttle,2011,165,391
12796,1,8707-1,Level Crossing,2010,233,138
12797,1,7021-1,Train Station,2010,233,367
12798,1,70751-1,Passenger Train,2010,240,668
12799,1,850617-1,Cargo Train,2010,240,838
12800,1,10157-1,Storage Box - Yellow,1972,473,1
12801,1,931-1,Off-Road Fire Rescue,2007,58,130
12802,1,30213-1,Fire Hovercraft,2007,58,273
12803,1,60081-1,Fire Station,2007,58,603
12804,1,8684-6,King's Castle,2010,196,932
12805,1,30052-1,Prison Tower Rescue,2010,196,365
12806,1,6527-1,Outpost Attack,2010,196,193
12807,1,7672-1,Prison Carriage Rescue,2010,196,50
12809,1,6186-1,Knight's Showdown,2010,196,61
12810,1,10106-1,"Baseplates, Red and Blue",1971,473,2
12811,1,10198-1,Advent Calendar 2010 Kingdoms,2010,211,24
12813,1,66479-1,Advent Calendar 2010 Kingdoms (Day  9) - Chest with Jewels,2010,219,5
12814,1,8086-1,Advent Calendar 2010 Kingdoms (Day 10) - Skeleton,2010,219,6
12817,1,71256-1,Advent Calendar 2010 Kingdoms (Day 11) - Dungeon Cell Window with Handcuffs,2010,219,14
12818,1,970676-1,Advent Calendar 2010 Kingdoms (Day 12) - Pig with Apple,2010,219,2
12819,1,30220-1,Advent Calendar 2010 Kingdoms (Day 13) - Prince with Sword,2010,219,5
12820,1,224-1,Advent Calendar 2010 Kingdoms (Day 14) - Sword in the Stone,2010,219,6
12822,1,166-1,Advent Calendar 2010 Kingdoms (Day 15) - Jousting Dummy with Helmet and Halberd,2010,219,8
12823,1,7128-1,Advent Calendar 2010 Kingdoms (Day 16) - Barmaid,2010,219,4
12824,1,145-1,Advent Calendar 2010 Kingdoms (Day 17) - Keg with Tap,2010,219,9
12826,1,460-1,Advent Calendar 2010 Kingdoms (Day 18) - Cauldron,2010,219,3
12827,1,833-1,Advent Calendar 2010 Kingdoms (Day  1) - Blacksmith with Hammer,2010,219,5
12830,1,kk2vp3-1,Advent Calendar 2010 Kingdoms (Day 19) - Lion Knight with Spear,2010,219,5
12831,1,6558-1,Advent Calendar 2010 Kingdoms (Day 20) - Catapult,2010,219,7
12832,1,30265-1,Advent Calendar 2010 Kingdoms (Day 21) - Lion Knight Scale Mail with Quiver and Crossbow,2010,219,6
12833,1,2856079-1,Advent Calendar 2010 Kingdoms (Day 22) - Owl in Tree,2010,219,6
12834,1,8744-1,Advent Calendar 2010 Kingdoms (Day 23) - Cooking Table with Frying Pan,2010,219,12
12836,1,9373-1,Advent Calendar 2010 Kingdoms (Day 24) - Blue Wizard with Wand,2010,219,6
12837,1,13-Feb,Advent Calendar 2010 Kingdoms (Day  2) - Anvil and Forge with Sword,2010,219,13
12838,1,75919-1,Advent Calendar 2010 Kingdoms (Day  3) - Weapons Rack,2010,219,11
12839,1,7625-1,Advent Calendar 2010 Kingdoms (Day  4) - Dragon Knight with Flail,2010,219,5
12840,1,3412-1,Advent Calendar 2010 Kingdoms (Day  5) - Weapons Cart with Spear,2010,219,9
12841,1,675-1,Advent Calendar 2010 Kingdoms (Day  6) - Armor Rack with Plate Armor and Helmet,2010,219,7
12842,1,891505-1,Advent Calendar 2010 Kingdoms (Day  7) - Queen with Frog,2010,219,6
12843,1,4860-1,Advent Calendar 2010 Kingdoms (Day  8) - Throne,2010,219,7
12844,1,30041-1,Court Jester,2010,196,22
12845,1,76037-1,Wizard,2010,196,19
12846,1,3484-1,Ewok Attack,2011,169,166
12848,1,75098-1,Sith Nightspeeder,2011,165,213
12851,1,2824-1,Advent Calendar 2011 Star Wars,2011,209,25
12855,1,7422-1,Advent Calendar 2011 Star Wars (Day  9) - X-wing Fighter,2011,225,23
12856,1,kabbion-1,Advent Calendar 2011 Star Wars (Day 10) - Imperial Shuttle,2011,225,9
12861,1,1677-1,Advent Calendar 2011 Star Wars (Day 11) - Battle Droid Pilot,2011,225,6
12863,1,70604-1,Advent Calendar 2011 Star Wars (Day 12) - Rebel Snowspeeder,2011,225,17
12865,1,76059-1,Advent Calendar 2011 Star Wars (Day 13) - R2-Q5,2011,225,4
12866,1,LOC391506-1,Advent Calendar 2011 Star Wars (Day 14) - Mouse Droid,2011,225,9
12867,1,20-Jan,Advent Calendar 2011 Star Wars (Day 15) - Republic Gunship,2011,225,14
12868,1,3440-1,Advent Calendar 2011 Star Wars (Day 16) - Clone Pilot,2011,225,4
12869,1,8399-1,Advent Calendar 2011 Star Wars (Day 17) - Weapon Depot,2011,225,10
12871,1,580-1,Advent Calendar 2011 Star Wars (Day 18) - Anakin's Y-wing Starfighter,2011,225,20
12873,1,1220-1,Advent Calendar 2011 Star Wars (Day  1) - Republic Cruiser,2011,225,19
12875,1,4130-1,Advent Calendar 2011 Star Wars (Day 19) - TIE Defender Pilot,2011,225,4
12876,1,4135-1,Advent Calendar 2011 Star Wars (Day 20) - TIE Fighter,2011,225,7
12878,1,5771-1,Advent Calendar 2011 Star Wars (Day 21) - Millennium Falcon,2011,225,13
12879,1,8805-10,Advent Calendar 2011 Star Wars (Day 22) - A-wing Fighter,2011,225,9
12880,1,2250-16,Advent Calendar 2011 Star Wars (Day 23) - Christmas Tree,2011,225,18
12881,1,4489-1,Advent Calendar 2011 Star Wars (Day 24) - Santa Yoda,2011,225,7
12882,1,10709-1,Advent Calendar 2011 Star Wars (Day  2) - Nute Gunray,2011,225,4
12884,1,970683-1,Advent Calendar 2011 Star Wars (Day  3) - Mechno-Chair,2011,225,13
12885,1,3196-1,Advent Calendar 2011 Star Wars (Day 4) - Separatist Spider Droid,2011,225,20
12886,1,75018-1,Advent Calendar 2011 Star Wars (Day  5) - Boba Fett's Slave I,2011,225,20
12887,1,10746-1,Advent Calendar 2011 Star Wars (Day  6) - Chewbacca,2011,225,3
12889,1,10513-1,Advent Calendar 2011 Star Wars (Day  7) - Tool Depot,2011,225,9
12890,1,71001-3,Advent Calendar 2011 Star Wars (Day 8) - Zev Senesca,2011,225,4
12891,1,6396-1,Geonosian Starfighter,2011,165,163
12893,1,75083-1,"Baseplates, Green and Yellow",1971,473,2
12895,1,41009-1,Darth Maul's Sith Infiltrator,2011,166,478
12896,1,4559288-1,Anakin's and Sebulba's Podracers,2011,166,810
12897,1,8827-4,Republic Frigate,2011,165,1030
12899,1,4583-1,Millennium Falcon,2011,169,1253
12900,1,8166-1,Fast,2010,116,68
12901,1,1108-1,Strong,2010,116,90
12902,1,Sacramento-1,Hero,2010,116,67
12904,1,41050-1,"2 large baseplates, gray/white",1971,473,2
12905,1,6599-1,Bad,2010,116,71
12906,1,5002929-1,Ocean Speeder,2011,315,53
12907,1,9310-1,Seabed Strider,2011,315,104
12908,1,1589-1,Angler Attack,2011,315,200
12909,1,4524-21,Advent Calendar 2008 Castle,2008,211,24
12910,1,3351-1,Advent Calendar 2008 Castle  (Day 9) - Crossbow on Wheels,2008,219,7
12911,1,2965-1,Advent Calendar 2008 Castle (Day 10) - Dwarf with Pick Axe,2008,219,6
12913,1,3551-1,Advent Calendar 2008 Castle (Day 11) - Fire and Crystal,2008,219,6
12914,1,5008-1,Advent Calendar 2008 Castle (Day 12) - Container on Wheels,2008,219,10
12915,1,4143-1,Advent Calendar 2008 Castle (Day 13) - Tools Storage with Frog,2008,219,4
12916,1,40039-1,Advent Calendar 2008 Castle (Day 14) - Evil Witch,2008,219,5
12917,1,41068-1,Advent Calendar 2008 Castle (Day 15) - Cooking Pot with Snake,2008,219,9
12918,1,6967-1,Advent Calendar 2008 Castle (Day 16) - Shelving with Bat,2008,219,12
12919,1,3775-1,Advent Calendar 2008 Castle (Day 17) - Crystal Ball,2008,219,5
12920,1,5929-1,Advent Calendar 2008 Castle (Day 18) - Maid with Broom and Rat,2008,219,6
12921,1,5389-1,Advent Calendar 2008 Castle  (Day 1) - Soldier with Spear,2008,219,5
12922,1,1034-1,Advent Calendar 2008 Castle (Day 19) - Food Basket,2008,219,4
12923,1,41016-20,Advent Calendar 2008 Castle (Day 20) - Dinner Table,2008,219,17
12924,1,6314-1,Advent Calendar 2008 Castle (Day 21) - Troll Warrior,2008,219,5
12926,1,6614-1,Advent Calendar 2008 Castle (Day 22) - Catapult,2008,219,14
12927,1,5004280-1,Advent Calendar 2008 Castle (Day 23) - Treasure Chest with Spider,2008,219,6
12928,1,7527-1,Advent Calendar 2008 Castle (Day 24) - Jester,2008,219,4
12929,1,6207-1,Advent Calendar 2008 Castle  (Day 2) - Brick Arch with Flag and Shield,2008,219,10
12930,1,4032-13,Advent Calendar 2008 Castle  (Day 3) - Armour Stand,2008,219,8
12934,1,6299-14,Advent Calendar 2008 Castle  (Day 4) - White Skeleton with Flail,2008,219,7
12935,1,30283-1,Advent Calendar 2008 Castle  (Day 5) - Weapon Stand,2008,219,8
12936,1,5582-1,Advent Calendar 2008 Castle  (Day 6) - Black Skeleton with Crossbow,2008,219,7
12938,1,349-1,Advent Calendar 2008 Castle  (Day 7) - Castle Soldier with Sword,2008,219,5
12939,1,8585-2,Advent Calendar 2008 Castle  (Day 8) - Archery Target,2008,219,6
12940,1,960-1,"Baseplates, Green",1972,473,2
12943,1,70746-1,Deep Sea Raider,2011,315,265
12944,1,31006-1,City of Atlantis,2011,315,686
12945,1,3848-1,Cement Mixer,2007,56,212
12946,1,1031-1,"Baseplate, Gray",1964,371,1
12948,1,8615-1,Garbage Truck,2007,63,205
12949,1,2151-1,Container Stacker,2007,54,217
12950,1,8536-1,Service Station,2007,50,393
12952,1,4346-3,LEGO City Harbor,2007,59,660
12955,1,VP-8,Double Crossover Track,2007,245,4
12956,1,9525-1,Train Station,2007,240,386
12957,1,4524-3,Heavy Hauler,2007,56,331
12958,1,30072-1,Pit Droid™ / Star Wars Pit Droid,2000,158,223
12961,1,10532-1,Gear Set with Motor,1970,472,120
12962,1,8425-1,Battle Droid™ / Star Wars Battle Droid,2000,158,336
12963,1,70111-1,Extra Bricks Red,1986,473,62
12965,1,3625-1,Destroyer Droid™ / Star Wars Destroyer Droid,2000,158,567
12967,1,897-1,Volcano Climber,2000,16,35
12968,1,6979-1,Dirt Bike,2000,16,32
12971,1,3223-1,Ice Explorer,2000,16,34
12972,1,60044-1,Swamp Craft,2000,16,25
12975,1,6683-1,C-3PO™,2001,158,340
12976,1,1259-1,Stormtrooper™,2001,158,360
12977,1,60043-1,R2-D2™,2002,158,239
12979,1,7575-13,Darth Vader™,2002,158,390
12981,1,70001-1,Gear Set,1970,472,112
12982,1,5972-1,Jango Fett™,2002,158,426
12985,1,700.1-2,Extra Bricks Blue,1986,473,62
12986,1,3333-1,Super Battle Droid™,2002,158,379
12987,1,5004609-1,Clone Walker Battle Pack,2009,165,79
12988,1,8535-1,Assassin Droids Battle Pack,2009,165,94
12989,1,LLCABR2-1,Hyena Droid Bomber,2009,165,231
12991,1,8057-1,Darth Vader's TIE Fighter,2009,169,250
12992,1,6243-1,Armored Assault Tank (AAT),2009,165,406
12993,1,8516-1,Republic Attack Shuttle,2009,165,636
12996,1,1998-1,Universal Building Set,1984,21,119
12997,1,5002506-1,Gear Supplementary Set,1970,472,30
12998,1,9370-1,Extra Bricks White,1986,473,62
12999,1,880002-2,TECHNIC Starter Set,1993,21,118
13000,1,10674-1,Universal Building Set,1989,21,114
13002,1,8487-1,Kraatu,2004,324,20
